SRR10551657_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551658_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551659_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551660_trimmed_Aligned.sortedByCoord.out.bam	SRR10551661_trimmed_Aligned.sortedByCoord.out.bam	SRR10551662_trimmed_Aligned.sortedByCoord.out.bam	SRR10551663_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551664_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551665_1_trimmed_Aligned.sortedByCoord.out.bam
YBR256C	527	405	491	407	436	141	119	137	159
YBR257W	97	57	62	47	90	19	41	56	46
YBR258C	33	14	17	24	32	7	16	17	20
YBR259W	26	20	18	68	50	16	48	66	55
YBR260C	94	73	84	87	86	48	82	89	97
YBR261C	38	24	32	64	39	32	28	41	37
YBR262C	215	171	160	221	258	107	80	79	100
YBR263W	177	127	146	431	301	254	227	248	267
YBR264C	73	41	61	57	62	18	54	54	53
YBR265W	36	26	30	73	40	43	79	80	55
YBR267W	112	46	71	87	105	54	56	49	60
YBR266C	57	29	47	31	57	26	30	20	23
YBR268W	183	122	130	146	165	78	53	73	63
YBR269C	224	198	204	107	128	94	73	93	68
YBR270C	41	27	33	54	49	33	60	60	64
YBR271W	26	24	20	71	64	38	33	44	27
YBR272C	58	30	31	93	60	35	71	103	72
YBR273C	172	104	111	155	160	87	122	168	144
YBR274W	64	34	33	71	55	39	68	67	68
YBR275C	121	71	71	133	142	60	98	141	145
YBR276C	149	112	91	282	214	159	165	183	216
YBR278W	72	43	64	116	132	48	72	76	93
YBR279W	234	184	243	172	321	45	52	78	91
YBR280C	71	49	48	64	48	54	94	93	70
YBR281C	48	32	27	176	92	96	75	82	90
YBR282W	128	107	124	114	146	28	43	69	73
YBR283C	245	177	228	327	285	198	235	207	177
YBR284W	157	118	148	72	74	42	77	67	79
YBR285W	64	45	59	54	74	22	38	51	53
YBR286W	2317	1829	2110	790	736	468	832	1001	927
YBR287W	436	353	397	582	416	492	639	653	605
YBR288C	58	45	39	103	96	57	46	64	63
YBR289W	105	66	54	91	119	64	71	130	108
YBR290W	382	285	297	266	313	63	135	193	209
YBR291C	39	24	25	46	38	36	37	47	41
YBR292C	15	10	19	5	18	4	10	12	13
YBR293W	26	17	18	60	51	35	47	31	40
YBR294W	79	47	68	455	376	335	77	99	104
YBR295W	59	49	50	191	118	142	226	216	229
YBR296C	5	7	9	10	3	7	1	2	2
YBR296C-A	2	1	0	1	4	0	0	0	0
YBR297W	150	98	94	187	216	134	85	93	98
YBR298C	448	320	438	242	304	135	161	173	131
YBR298C-A	2	1	1	2	1	4	1	0	1
YBR299W	49	38	54	79	61	52	9	11	10
YBR301W	6	4	2	4	12	2	5	5	6
YBR302C	1004	802	921	1510	1225	943	1450	1659	1630
YCL075W	1	0	0	3	2	6	15	21	26
YCL074W	6	4	4	17	20	7	58	54	63
YCL073C	3	11	9	2	9	1	7	8	4
YCL069W	13	16	10	42	38	26	39	51	43
YCL068C	6	15	4	10	8	1	14	20	13
YCL067C	709	547	662	179	412	43	127	113	164
YCL066W	19	12	6	8	10	11	10	6	8
YCL064C	29	17	26	110	73	75	232	259	243
YCL063W	23	16	9	33	19	12	7	10	17
YCL061C	97	64	50	105	161	20	55	74	95
YCL059C	88	67	65	137	178	41	102	130	150
YCL058C	393	250	260	134	275	56	117	154	139
YCL058W-A	189	135	132	72	161	23	67	112	96
YCL057C-A	1117	771	836	639	890	282	294	361	338
YCL057W	160	84	130	225	155	117	166	182	170
YCL056C	74	55	55	57	69	17	49	68	73
YCL055W	23	22	11	35	34	15	20	23	30
YCL054W-A	2	2	1	0	1	0	0	0	0
YCL054W	100	61	75	108	134	33	53	58	80
YCL052C	98	63	75	177	148	109	231	246	244
YCL051W	93	75	75	83	98	32	102	113	108
YCL050C	237	156	180	282	331	118	200	215	209
YCL049C	34	41	39	88	69	41	142	150	140
YCL048W-A	5	2	3	4	12	3	60	54	55
YCL048W	5	2	2	9	1	2	8	14	16
YCL047C	20	9	13	24	25	16	41	34	49
YCL045C	85	62	70	246	167	145	204	233	252
YCL044C	24	15	24	50	37	25	19	28	22
YCL043C	624	462	528	895	789	560	315	378	325
YCL042W	92	60	73	80	78	83	107	129	96
YCL040W	594	518	616	630	613	475	903	1005	805
YCL039W	85	72	71	50	57	30	80	102	93
YCL038C	87	46	78	202	110	138	344	320	280
YCL037C	34	23	24	63	47	20	44	34	52
YCL036W	19	19	14	41	24	20	50	65	57
YCL035C	1294	948	1090	518	672	255	227	353	389
YCL034W	111	76	100	120	111	79	186	219	216
YCL033C	42	35	39	57	58	51	98	137	102
YCL032W	29	21	33	58	42	30	59	85	93
YCL031C	67	44	43	67	100	13	31	56	78
YCL030C	210	180	180	239	283	148	210	230	189
YCL029C	21	7	10	47	33	10	30	29	35
YCL028W	72	59	59	149	114	70	98	102	78
YCL027W	12	16	8	16	25	5	16	11	23
YCL026C-B	65	38	49	125	93	59	33	33	29
YCL026C-A	2	3	4	34	20	23	1	1	0
YCL025C	505	297	316	2655	1500	2125	223	178	172
YCL024W	134	85	87	159	188	46	88	98	105
YNCC0001C	1	1	2	1	3	0	0	0	0
YCL021W-A	3	3	1	10	7	9	7	12	13
YCL019W	463	321	333	1409	1280	353	2310	2488	2749
YCL020W	143	95	126	448	461	146	998	1077	1122
YNCC0002W	11	7	5	3	3	2	3	0	3
YCL018W	92	56	73	242	171	207	770	810	656
YCL017C	209	119	143	391	268	304	422	424	410
YCL016C	13	9	9	37	29	21	32	51	33
YCL014W	132	78	68	133	106	80	146	164	171
YCL012C	125	110	133	41	50	29	88	107	91
YCL011C	152	82	117	143	151	78	146	174	172
YCL010C	24	23	17	27	32	25	29	42	38
YCL009C	148	109	160	71	71	90	56	54	47
YCL008C	27	13	20	22	20	13	29	21	18
YCL005W-A	199	138	140	90	116	44	78	120	107
YNCC0003C	101	109	105	141	163	167	86	86	88
YCL005W	20	17	27	33	27	26	42	40	33
YCL004W	46	32	29	55	45	25	68	63	74
YCL002C	27	22	21	85	79	47	125	134	127
YCL001W	87	50	63	135	135	69	100	112	86
YCL001W-A	0	1	2	13	3	1	0	2	6
YCL001W-B	3	1	2	3	2	0	3	7	4
YCR001W	5	1	0	2	4	0	2	4	1
YCR002C	74	49	63	126	95	83	98	96	91
YCR003W	168	101	117	115	148	28	48	57	66
YCR004C	261	143	174	209	156	118	126	134	120
YCR005C	69	40	40	320	273	270	263	300	246
YCR006C	3	5	4	5	4	6	15	15	11
YNCC0004C	3	3	2	1	2	4	2	3	3
YCR007C	19	9	16	22	26	4	18	26	32
YNCC0005W	3	2	1	2	2	1	1	1	5
YCR008W	189	139	164	209	214	102	275	358	330
YCR009C	134	87	115	317	252	84	181	229	237
YCR010C	4	6	3	7	6	3	5	8	9
YCR011C	294	205	234	369	286	193	670	770	773
YCR012W	805	563	757	4301	4125	2952	17267	17550	14006
YCR014C	70	35	30	96	140	19	91	107	127
YCR015C	14	10	9	39	33	24	36	37	36
YNCC0006C	85	70	74	218	218	343	219	200	203
YNCC0007C	0	1	1	0	0	0	2	0	2
YCR016W	134	84	85	115	202	20	45	43	43
YCR017C	109	71	91	218	138	194	402	419	384
YCR018C	7	1	2	11	17	8	23	19	18
YNCC0008W	1	0	1	0	1	1	0	0	0
YNCC0009C	1	0	0	1	2	0	0	0	0
YCR019W	14	14	6	38	29	30	44	64	42
YCR020C	34	30	41	106	97	34	61	53	74
YCR020C-A	29	11	24	55	55	32	26	34	42
YCR020W-B	24	19	15	50	46	9	13	14	25
YCR021C	4582	3743	4947	3007	4296	1591	4980	6416	6203
YCR022C	4	2	1	0	2	2	4	3	0
YCR023C	60	47	48	143	95	94	164	195	183
YCR024C	25	17	16	46	49	24	43	45	51
YCR024C-B	623	416	477	1084	1036	712	1905	1925	1791
YCR024C-A	191	124	128	615	420	485	911	967	911
YCR025C	8	5	10	9	11	2	13	14	17
YCR026C	49	23	24	115	68	55	144	180	166
YCR027C	7	6	9	33	24	33	22	47	31
YNCC0010C	5	5	4	3	4	2	5	4	3
YCR028C	13	4	9	74	34	37	52	77	53
YCR028C-A	143	79	93	274	233	107	120	146	143
YCR030C	129	79	94	132	99	53	114	147	148
YNCC0011W	0	0	1	0	4	0	3	4	2
YCR031C	667	362	488	1065	771	688	578	615	623
YNCC0012C	22	27	21	410	338	787	1006	845	999
YCR032W	53	52	37	159	113	82	336	383	404
YCR033W	452	301	336	311	466	107	393	472	429
YCR034W	41	26	17	92	42	69	33	20	26
YCR035C	84	64	66	109	97	37	102	102	118
YCR036W	96	60	43	160	116	93	105	128	125
YCR037C	69	30	41	106	68	57	153	186	182
YCR038C	102	87	104	45	97	6	76	89	83
YCR039C	707	547	662	179	409	40	126	113	164
YCR040W	19	12	6	8	10	11	10	6	8
YCR041W	47	33	40	26	43	15	27	20	21
YCR042C	147	97	97	208	197	82	201	260	264
YNCC0015W	6	6	11	4	3	1	5	5	2
YCR043C	16	11	15	68	27	37	31	51	43
YCR044C	29	21	28	101	58	70	87	71	77
YCR045C	8	2	6	9	12	6	17	34	34
YCR046C	108	68	84	66	66	43	49	61	35
YCR047C	55	28	61	60	63	34	77	93	96
YCR048W	11	8	5	15	14	16	34	42	24
YCR050C	11	5	3	3	4	6	18	21	9
YCR051W	27	17	23	33	23	10	34	24	28
YCR052W	22	13	14	20	23	11	19	20	29
YCR053W	97	64	73	172	116	60	127	127	129
YCR054C	22	13	10	67	35	26	51	63	54
YCR057C	38	25	25	82	59	38	71	77	63
YCR059C	19	10	27	21	17	12	24	20	16
YCR060W	19	12	13	19	19	8	18	9	11
YCR061W	66	44	53	16	27	23	95	87	93
YNCC0013W	0	0	5	1	2	1	1	1	1
YCR063W	6	1	3	14	10	4	6	10	10
YCR065W	50	36	34	79	49	55	90	74	86
YCR066W	15	6	15	37	22	12	31	38	28
YCR067C	47	21	29	100	73	55	106	90	120
YCR068W	10	3	8	29	20	30	70	76	74
YCR069W	121	93	100	125	128	70	218	211	198
YCR071C	94	50	77	45	89	26	26	35	40
YCR072C	15	12	10	39	37	16	18	26	20
YCR073C	32	26	40	60	59	60	95	134	140
YCR073W-A	56	31	46	24	27	26	35	54	38
YCR075C	17	13	17	37	16	15	41	45	39
YCR075W-A	59	45	37	40	37	8	26	34	42
YCR076C	48	33	50	45	40	20	61	70	85
YCR077C	122	90	117	84	130	70	158	167	153
YCR079W	58	35	42	69	59	58	234	259	244
YCR081W	29	24	15	97	47	37	87	113	101
YCR082W	244	168	209	234	252	137	106	110	118
YCR083W	81	66	70	151	112	73	125	132	197
YCR084C	50	43	49	54	71	50	88	99	112
YCR085W	6	0	6	4	8	2	3	2	0
YCR086W	61	43	44	34	45	6	11	24	22
YCR087C-A	18	8	11	32	44	17	11	13	13
YCR088W	259	176	223	96	145	51	101	124	119
YCR089W	39	19	24	25	36	21	54	88	83
YCR090C	31	20	14	51	44	30	26	27	25
YCR091W	178	118	180	44	51	14	92	128	114
YCR092C	106	99	92	55	41	17	83	91	90
YCR093W	355	263	271	465	349	223	542	622	674
YCR094W	19	12	10	28	13	17	37	38	43
YCR095C	93	68	79	92	90	22	65	85	80
YCR095W-A	2	4	2	2	4	1	5	10	2
YCR096C	499	373	464	128	310	31	103	89	124
YCR097W	282	214	222	183	259	35	59	79	97
YNCC0014W	1	1	0	2	1	1	0	0	0
YCR098C	34	33	23	500	492	252	117	121	90
YCR099C	5	2	4	15	12	4	10	20	8
YCR100C	4	2	4	26	8	15	12	9	15
YCR101C	4	2	4	19	6	6	13	13	15
YCR102C	29	14	16	299	210	206	68	78	73
YCR104W	8	1	7	4	13	5	8	6	4
YCR105W	1	0	0	3074	2202	1641	22	12	11
YCR106W	0	1	3	175	118	121	39	78	63
YCR107W	30	12	14	872	472	622	84	122	115
YCR108C	12	5	15	2	4	0	7	6	5
YDL248W	493	415	485	852	662	529	728	872	839
YDL247W	30	26	23	20	34	17	26	23	29
YDL246C	156	124	171	39	72	27	37	53	46
YDL245C	163	145	156	455	377	277	37	49	48
YDL244W	24	7	10	56	33	45	22	24	23
YDL243C	555	299	388	3766	3075	2720	188	238	251
YDL242W	4	3	1	10	5	9	4	5	10
YDL241W	2	1	5	4	4	4	3	5	4
YDL240W	60	55	43	171	80	63	98	115	108
YDL239C	228	179	171	153	305	41	570	698	736
YDL238C	15	19	19	66	37	33	142	158	162
YDL237W	89	57	59	337	213	228	204	227	195
YDL236W	111	61	49	238	137	144	240	243	210
YDL235C	42	29	35	95	61	26	59	73	94
YDL234C	263	195	196	261	236	134	189	218	186
YDL233W	43	23	27	52	56	19	41	49	59
YDL232W	91	59	56	85	92	35	41	27	30
YDL231C	230	144	142	376	273	250	495	610	571
YDL230W	156	160	161	97	84	64	81	98	71
YDL229W	396	232	228	1881	667	1293	806	883	805
YDL227C	8	10	9	11	14	5	12	15	15
YDL226C	35	22	28	100	61	68	36	32	46
YDL225W	185	139	126	127	192	45	54	76	118
YDL224C	43	37	31	39	38	36	79	61	73
YDL223C	1451	968	1245	530	645	242	1413	1664	1953
YDL222C	123	71	88	24	39	31	48	76	77
YDL220C	19	18	16	24	20	29	37	41	44
YDL219W	21	13	12	55	57	14	13	16	12
YDL218W	17	10	12	14	21	10	19	19	22
YDL217C	13	9	4	48	23	18	24	22	16
YDL216C	25	20	21	51	52	22	37	46	42
YDL215C	340	256	293	550	363	327	618	736	696
YDL214C	116	95	85	127	118	69	107	123	127
YDL213C	256	178	187	138	294	39	69	91	114
YDL212W	189	135	153	263	214	136	162	152	152
YDL211C	16	7	7	17	21	22	9	11	5
YNCD0001W	1	1	4	1	1	0	2	1	6
YDL210W	40	32	22	58	33	30	372	374	371
YDL209C	27	12	23	49	22	15	20	20	26
YDL208W	214	122	135	164	174	67	74	77	78
YDL207W	133	110	130	154	188	64	200	235	184
YDL206W	113	87	78	209	146	110	250	264	248
YDL205C	373	273	345	358	406	130	144	175	195
YDL204W	2132	1656	2131	435	545	161	381	468	445
YDL203C	48	33	26	65	45	35	63	70	74
YDL202W	117	85	95	80	88	19	27	31	29
YDL201W	63	44	46	69	93	36	54	59	44
YDL200C	30	13	25	61	63	30	25	42	38
YDL199C	89	69	66	71	53	49	112	129	117
YDL198C	222	118	202	374	264	209	189	221	192
YDL197C	90	66	78	46	49	30	50	60	74
YDL195W	363	271	280	272	282	224	330	370	343
YDL194W	136	108	105	143	108	79	149	170	144
YDL193W	27	28	32	54	54	32	39	31	60
YDL192W	392	259	235	785	588	309	240	270	325
YDL191W	1127	681	603	1592	1229	645	424	536	578
YDL190C	149	106	96	228	148	120	190	233	237
YDL189W	45	31	35	22	33	10	19	32	32
YDL188C	183	107	124	235	174	174	316	327	341
YDL186W	7	12	6	6	6	4	16	13	11
YDL185W	1099	740	735	1319	1042	878	1676	1890	1630
YDL184C	1509	1204	1503	1166	833	440	289	398	424
YDL183C	34	30	20	69	63	28	64	76	91
YDL182W	293	171	160	456	301	283	231	268	256
YDL181W	963	646	789	867	923	376	259	294	328
YDL180W	87	76	97	249	206	150	87	109	82
YDL179W	31	25	33	43	51	22	20	22	25
YDL178W	139	99	138	289	172	136	144	195	187
YDL177C	24	10	6	40	56	15	16	11	16
YDL176W	36	32	35	70	75	30	76	83	75
YDL175C	99	62	65	83	83	29	53	64	61
YDL174C	536	420	526	367	309	189	405	408	373
YDL173W	134	85	97	91	207	42	69	79	83
YDL171C	1296	838	819	2311	1473	1935	2016	2122	1931
YDL170W	147	125	136	178	176	91	222	247	246
YDL169C	49	51	55	68	49	34	72	80	68
YDL168W	1646	1102	1407	1353	1388	660	420	499	460
YDL167C	31	26	22	79	53	35	19	34	26
YDL166C	42	29	33	96	81	45	15	18	32
YDL165W	151	122	111	99	106	43	58	95	78
YDL164C	47	34	25	85	64	43	40	47	48
YDL161W	146	103	97	336	412	67	52	102	84
YDL160C-A	18	9	14	24	19	13	10	10	18
YDL160C	328	223	294	377	262	200	249	271	263
YDL159W-A	4	6	4	0	4	1	1	1	0
YDL159W	112	95	76	126	151	61	101	114	110
YDL157C	89	59	72	87	101	51	31	48	50
YDL156W	36	27	27	42	49	21	26	45	27
YDL155W	59	53	41	88	88	45	65	75	92
YDL154W	28	28	30	50	50	28	38	35	49
YDL153C	152	123	120	256	267	58	84	112	122
YDL150W	53	31	39	66	47	18	24	44	41
YDL149W	98	81	81	152	95	74	172	193	234
YDL148C	156	93	100	177	200	25	53	66	94
YDL147W	982	682	655	1054	854	329	463	600	690
YDL146W	14	16	12	38	46	23	27	29	48
YDL145C	248	180	159	516	330	308	328	390	401
YDL144C	52	29	41	87	83	78	34	44	29
YDL143W	240	156	153	422	275	213	196	259	243
YDL142C	57	28	29	61	61	49	73	58	68
YDL141W	24	17	20	23	23	13	16	26	19
YDL140C	847	551	665	854	645	632	966	1038	931
YDL139C	89	44	57	42	59	12	56	55	54
YDL138W	61	19	55	61	59	49	135	177	169
YDL137W	541	323	320	726	620	445	463	586	568
YDL136W	1084	673	570	1486	1219	563	415	528	589
YDL135C	67	44	38	185	91	54	65	68	104
YDL134C	354	266	285	381	278	228	338	383	377
YDL133C-A	2183	1770	1965	1824	1450	627	588	793	905
YDL133W	94	48	62	101	106	66	78	104	94
YDL132W	275	202	210	288	234	121	161	214	216
YDL131W	247	159	178	499	341	309	198	229	254
YDL130W-A	2358	1913	2250	556	1048	140	145	177	230
YDL130W	622	356	420	660	533	357	225	239	243
YDL129W	55	45	56	25	24	23	21	25	30
YDL128W	252	171	229	238	192	161	282	303	313
YDL127W	30	15	18	34	42	30	19	22	19
YDL126C	2975	2137	2443	1963	1522	1466	1409	1564	1412
YDL125C	208	160	154	389	381	307	308	311	288
YDL124W	644	527	620	386	375	217	536	601	614
YDL123W	26	20	27	45	46	37	37	36	43
YDL122W	259	184	239	278	346	68	194	256	266
YDL121C	42	29	24	78	76	29	28	35	23
YDL120W	124	84	97	189	169	86	67	88	61
YDL119C	21	22	26	32	36	14	27	37	30
YDL117W	49	49	39	106	70	49	66	92	69
YDL116W	64	31	32	169	86	62	80	68	84
YDL115C	207	160	163	233	280	87	159	226	216
YDL114W	5	7	9	15	6	1	7	11	9
YDL113C	105	81	105	158	132	42	112	118	118
YDL112W	71	70	54	171	99	96	116	115	142
YDL111C	39	25	25	38	24	19	19	21	25
YDL110C	1160	832	1037	460	586	169	601	766	750
YDL109C	16	18	14	14	21	11	34	44	41
YDL108W	43	32	40	71	38	24	47	48	55
YDL107W	42	36	33	63	65	18	29	31	40
YDL106C	84	55	54	104	118	43	57	102	100
YDL105W	57	42	40	97	76	36	42	66	59
YDL104C	63	42	43	78	103	32	27	50	37
YDL103C	57	37	42	118	79	53	40	61	57
YDL102W	60	43	52	165	87	84	98	128	129
YDL101C	81	43	54	117	77	45	19	32	27
YDL100C	349	239	237	563	488	229	172	200	206
YDL099W	554	382	469	152	429	30	75	105	104
YDL098C	15	16	8	26	30	11	17	19	24
YDL097C	510	407	447	460	386	223	295	363	343
YDL095W	363	279	289	411	348	225	241	267	238
YDL093W	38	28	31	80	56	52	72	49	82
YDL092W	134	85	125	121	149	30	44	56	72
YDL091C	197	156	167	153	139	49	113	143	148
YDL090C	41	31	18	70	46	44	76	93	108
YDL089W	35	37	36	79	53	27	63	66	55
YDL088C	137	119	109	177	179	61	149	168	188
YDL087C	16	9	15	16	15	8	42	33	34
YDL086W	124	100	103	112	96	66	166	186	169
YDL085C-A	43	34	51	9	12	5	20	29	27
YDL085W	33	22	23	41	36	29	90	88	79
YDL084W	270	213	214	500	369	244	294	367	322
YDL083C	251	171	157	444	342	219	158	154	156
YDL082W	187	84	96	429	294	141	123	141	130
YDL081C	419	253	297	639	543	331	210	242	212
YDL080C	55	44	46	162	94	71	95	124	102
YDL079C	454	368	345	154	203	51	92	96	101
YDL078C	447	317	383	467	379	283	420	556	491
YDL077C	97	55	66	109	104	58	97	124	118
YDL076C	79	74	54	118	108	42	82	100	101
YDL075W	817	490	487	942	873	297	236	299	341
YNCD0002C	151	135	130	259	300	393	175	167	167
YDL074C	338	201	248	398	327	72	207	213	244
YDL073W	62	36	30	154	93	46	111	113	120
YDL072C	333	313	359	276	238	167	209	209	197
YDL070W	2286	1796	1931	557	1020	188	384	495	511
YDL069C	59	50	53	56	46	17	26	28	42
YDL067C	883	518	609	1302	1368	649	383	491	480
YDL066W	451	392	430	864	704	509	509	547	481
YDL065C	220	171	191	165	289	41	124	156	210
YDL064W	60	50	45	57	58	22	21	26	28
YDL063C	34	8	9	108	43	57	55	59	52
YDL061C	548	281	244	692	511	347	286	315	288
YDL060W	86	77	68	177	129	74	133	145	122
YDL059C	370	284	326	90	133	34	31	37	32
YDL058W	779	597	600	394	1010	94	238	281	347
YDL057W	21	17	13	33	28	11	33	41	45
YDL056W	170	115	112	129	139	33	139	167	201
YDL055C	594	483	496	1023	1039	573	269	262	252
YNCD0003W	16	10	8	10	7	16	7	13	13
YDL054C	80	60	83	132	117	94	153	143	122
YDL053C	235	162	166	89	154	27	49	65	72
YDL052C	86	49	67	108	113	60	58	79	73
YDL051W	46	30	32	95	81	44	53	79	62
YDL049C	30	9	15	32	37	14	47	71	85
YDL048C	1016	755	819	512	654	303	770	808	820
YDL047W	119	82	85	99	107	48	103	95	100
YDL046W	114	53	92	139	87	91	140	170	141
YDL045W-A	149	105	106	127	167	35	36	36	58
YDL045C	61	27	35	100	96	62	62	88	81
YDL044C	49	36	21	88	100	21	29	39	64
YDL043C	15	13	6	37	22	7	12	25	20
YDL042C	42	24	20	52	35	27	29	46	32
YDL040C	210	118	152	260	231	131	145	172	162
YDL039C	50	21	29	412	288	198	12	11	14
YDL037C	9	15	12	85	45	61	7	6	6
YDL036C	49	31	35	111	120	61	32	46	38
YDL035C	210	184	156	291	304	92	308	440	375
YDL033C	23	12	14	34	30	31	39	38	43
YDL031W	325	194	198	333	442	118	144	191	204
YDL030W	123	86	113	152	98	57	71	93	93
YDL029W	171	125	154	336	233	190	112	140	134
YDL028C	154	132	123	109	103	56	127	148	154
YDL027C	151	74	115	397	345	154	155	235	231
YDL025C	311	256	278	188	253	86	177	192	215
YDL024C	126	90	128	60	59	47	95	109	102
YDL022C-A	17	14	21	5	8	6	10	14	10
YNCD0004W	1	0	0	0	0	1	0	0	1
YDL022W	717	537	639	305	300	156	604	600	577
YDL021W	208	159	163	303	361	116	480	596	584
YDL020C	1032	700	848	1542	1539	632	467	563	605
YDL019C	638	491	497	387	476	189	495	535	523
YDL018C	35	20	30	94	60	45	26	23	45
YDL017W	15	11	18	27	14	25	19	17	12
YDL015C	123	73	84	418	234	189	229	281	267
YDL014W	89	65	73	66	72	52	43	47	45
YDL013W	67	45	48	96	78	52	111	106	104
YDL012C	67	47	57	52	46	20	31	35	27
YDL010W	174	95	105	303	318	95	142	182	182
YDL009C	185	130	129	160	245	39	124	138	120
YDL008W	34	31	26	61	81	30	39	38	46
YNCD0005C	0	1	2	1	0	1	0	2	0
YDL007C-A	5	0	1	1	0	0	0	2	0
YNCD0006W	13	17	27	4	3	10	10	3	4
YDL007W	1385	1030	1125	804	761	284	375	463	489
YDL006W	65	56	61	88	89	56	56	82	79
YDL005C	499	383	438	174	448	52	105	117	148
YDL004W	889	603	638	1843	1536	972	544	699	701
YDL003W	142	86	68	127	99	40	8	20	16
YDL002C	88	49	51	127	121	32	72	92	94
YDL001W	49	32	35	84	66	39	46	72	92
YDR001C	1091	799	959	513	570	325	907	1000	912
YDR002W	762	556	621	724	696	259	319	369	431
YDR003W	107	48	56	146	123	123	74	80	80
YDR003W-A	137	99	122	72	88	56	52	46	54
YDR004W	48	34	30	71	55	45	62	70	64
YDR005C	78	55	49	176	134	60	189	218	229
YDR006C	177	123	127	284	251	140	375	433	428
YDR007W	84	61	80	99	94	56	66	89	78
YDR009W	27	17	20	46	35	25	24	23	29
YDR010C	7	5	1	4	3	4	7	5	14
YDR011W	544	358	402	1315	872	865	495	590	538
YDR012W	695	395	429	1842	955	1160	915	904	796
YDR013W	31	15	19	53	42	12	16	20	20
YDR014W	69	23	44	67	97	15	36	58	66
YDR014W-A	2	0	3	2	3	1	2	1	1
YDR016C	24	13	15	32	19	16	16	10	9
YDR017C	133	101	83	235	184	81	221	262	248
YDR018C	47	28	34	27	23	21	32	39	46
YDR019C	159	126	120	144	83	80	97	77	82
YDR020C	11	8	5	25	19	12	16	24	16
YDR021W	33	30	29	35	27	18	32	37	36
YDR022C	45	38	31	53	43	18	58	63	52
YNCD0007C	3	3	0	3	0	3	1	1	0
YDR023W	266	163	153	622	330	210	217	280	294
YDR025W	265	174	146	555	400	257	172	202	164
YDR026C	113	62	72	188	278	44	120	155	143
YDR027C	184	120	147	207	182	90	203	258	263
YDR028C	509	336	351	550	486	120	424	542	529
YDR029W	171	126	130	62	80	13	38	40	59
YDR030C	158	112	116	174	202	55	162	199	190
YDR031W	195	125	157	206	203	75	65	76	107
YDR032C	508	327	341	896	615	432	187	204	236
YNCD0033W	232	186	184	85	107	36	439	481	390
YNCD0034C	177	137	132	62	80	26	312	361	290
YDR033W	859	536	577	4077	2211	2326	1321	1449	1323
YDR034C	459	308	321	539	677	245	269	331	302
YDR034C-D	539	353	387	1416	1323	417	2514	2724	2970
YDR034C-C	222	137	186	565	579	195	1234	1367	1406
YNCD0008W	6	10	7	4	2	2	7	4	6
YDR034C-A	4	1	1	3	0	1	2	3	2
YNCD0009W	7	6	4	2	3	1	7	8	3
YDR034W-B	28	21	18	17	16	19	3	9	4
YDR035W	215	168	192	501	448	239	279	327	285
YDR036C	182	120	149	256	233	140	114	159	172
YDR037W	405	275	273	635	423	320	346	448	402
YDR038C	140	120	119	92	111	94	124	131	136
YDR039C	89	76	85	80	89	86	107	113	116
YDR040C	115	101	100	86	87	85	116	118	120
YDR041W	118	106	107	178	179	75	74	66	68
YDR042C	33	12	23	33	24	9	50	57	69
YNCD0010C	18	35	49	31	24	52	135	122	142
YDR043C	284	259	236	792	933	289	326	397	388
YDR044W	115	99	94	144	151	92	78	89	85
YDR045C	24	18	10	66	45	20	17	13	30
YDR046C	14	10	8	64	66	47	16	11	14
YDR047W	205	125	132	148	190	99	104	136	99
YDR049W	95	58	79	87	144	25	66	75	88
YDR050C	1770	1356	1665	3323	2701	1723	4934	5578	5269
YDR051C	94	63	78	179	159	73	106	109	127
YDR052C	206	166	167	196	242	37	156	165	185
YDR054C	475	321	426	281	345	89	127	166	170
YDR055W	1318	958	1193	462	403	407	313	255	270
YDR056C	177	115	125	171	177	81	112	140	141
YDR057W	68	61	61	144	115	32	63	75	89
YDR058C	122	78	83	85	107	30	77	92	96
YNCD0011W	3	3	1	2	1	2	1	1	1
YNCD0012W	1	3	1	2	3	1	5	2	1
YDR059C	214	154	153	314	212	214	157	199	178
YDR060W	267	161	170	397	467	117	132	143	154
YDR061W	104	68	71	197	135	98	140	141	141
YDR062W	128	82	98	234	229	120	143	169	173
YDR063W	109	87	90	120	132	34	66	81	83
YDR064W	823	405	377	1276	795	674	415	433	417
YDR065W	20	17	15	35	34	10	33	32	25
YDR066C	11	6	11	21	19	8	12	21	14
YDR067C	44	25	30	96	89	33	47	56	58
YDR068W	151	94	127	105	223	29	43	84	110
YDR069C	287	219	232	352	250	153	206	259	255
YDR070C	3713	2913	3534	152	295	53	915	1069	1133
YDR071C	261	166	205	274	224	77	90	106	116
YDR072C	86	79	71	95	101	69	168	177	136
YDR073W	92	92	94	78	89	28	49	63	42
YDR074W	986	653	763	550	498	332	1152	1416	1349
YDR075W	33	28	18	85	49	38	33	27	32
YDR076W	41	26	28	66	70	32	49	53	57
YDR077W	2941	1791	2123	2606	2208	1751	5192	5227	5694
YDR078C	35	24	28	58	60	21	33	37	35
YDR079W	532	409	527	207	308	77	116	133	125
YDR079C-A	54	40	45	41	34	29	25	34	40
